timestamp,completion.confidence,duration_nano,grpo.advantage,http_method,name,parent_span_id,response_status_code,reward.score,service.name,span_id,ticket.id,trace_id
2026-07-17T21:44:59.323506Z,0,937000,0,,reward.grounding,5a9bd5935bfc85de,,1,triage-regrade-pipeline,227f78935ee3e85c,,59f1db8d98529edb7606be2069f09e26
2026-07-17T21:44:59.267326Z,0,537000,0,,reward.grounding,5a8f784cc20852f2,,1,triage-regrade-pipeline,b663e26c5feb101d,,59f1db8d98529edb7606be2069f09e26
2026-07-17T21:44:59.210007Z,0,7960000,0,,reward.grounding,eb2f310939627cf5,,1,triage-regrade-pipeline,b4b565a4d62fef97,,59f1db8d98529edb7606be2069f09e26
2026-07-17T21:44:59.1475Z,0,784000,0,,reward.grounding,895a573a5dcb6c98,,1,triage-regrade-pipeline,ff3e6685dac54af2,,59f1db8d98529edb7606be2069f09e26
2026-07-17T21:44:59.038272Z,0,1165000,0,,reward.grounding,ecdeeaf21e687dd4,,0.7666666666666666,triage-regrade-pipeline,2745203d6267f96f,,59f1db8d98529edb7606be2069f09e26
2026-07-17T21:44:58.96514Z,0,354000,0,,reward.grounding,f132399bab95ccf9,,1,triage-regrade-pipeline,ef04c1d2c2035246,,59f1db8d98529edb7606be2069f09e26
2026-07-17T21:44:58.861079Z,0,592000,0,,reward.grounding,9bdc1a53bfda7cfe,,1,triage-regrade-pipeline,5389fe5d5a0f0b9c,,59f1db8d98529edb7606be2069f09e26
2026-07-17T21:44:58.808274Z,0,1338000,0,,reward.grounding,b765e740a8eb1aac,,1,triage-regrade-pipeline,c747fd49d833f879,,59f1db8d98529edb7606be2069f09e26
2026-07-17T21:44:56.233059Z,0,355000,0,,reward.grounding,9d44b02c8ce5f327,,0.7666666666666666,triage-regrade-pipeline,067408c1e629ffc8,,5a21b04f5085b57fe57e988971fe2eef
2026-07-17T21:44:56.184431Z,0,812000,0,,reward.grounding,df5c5e5221d13168,,0.7666666666666666,triage-regrade-pipeline,d9beb977c4b4a085,,5a21b04f5085b57fe57e988971fe2eef
2026-07-17T21:44:55.972258Z,0,309000,0,,reward.grounding,3fd512bda7ae65e3,,0.7666666666666666,triage-regrade-pipeline,4c7c2a9b149c9032,,5a21b04f5085b57fe57e988971fe2eef
2026-07-17T21:44:55.947178Z,0,476000,0,,reward.grounding,127c757b5d54cd2e,,0.7666666666666666,triage-regrade-pipeline,997ac2484998eeb3,,5a21b04f5085b57fe57e988971fe2eef
2026-07-17T21:44:55.921623Z,0,390000,0,,reward.grounding,5dd8cb0c81e899a2,,0.7666666666666666,triage-regrade-pipeline,c0185d44564a4d57,,5a21b04f5085b57fe57e988971fe2eef
2026-07-17T21:44:55.875247Z,0,401000,0,,reward.grounding,3ae308b5ecef0d53,,0.7666666666666666,triage-regrade-pipeline,c26461117c06c1ed,,5a21b04f5085b57fe57e988971fe2eef
2026-07-17T21:44:55.80234Z,0,1007000,0,,reward.grounding,9b18eacddb29e324,,0.7666666666666666,triage-regrade-pipeline,d1788f06dd34442b,,5a21b04f5085b57fe57e988971fe2eef
2026-07-17T21:44:55.765871Z,0,351000,0,,reward.grounding,1056e7427f3ca1f2,,0.7666666666666666,triage-regrade-pipeline,9195417d0317546c,,5a21b04f5085b57fe57e988971fe2eef
2026-07-17T21:44:52.807505Z,0,266000,0,,reward.grounding,736dbc1564f3fc5b,,1,triage-regrade-pipeline,122c67eae43d43ea,,f570ec4fcf801987c3a62d89725ddd93
2026-07-17T21:44:52.571434Z,0,112277000,0,,reward.grounding,ce04f8df1a84a269,,1,triage-regrade-pipeline,2281596fa1f6fda2,,f570ec4fcf801987c3a62d89725ddd93
2026-07-17T21:44:52.368391Z,0,295000,0,,reward.grounding,a9d8de8bc25a1d13,,1,triage-regrade-pipeline,9786cf346262fb92,,f570ec4fcf801987c3a62d89725ddd93
2026-07-17T21:44:52.145407Z,0,1225000,0,,reward.grounding,c21ec1b916b14dbf,,1,triage-regrade-pipeline,49bc8a9eb5ac2622,,f570ec4fcf801987c3a62d89725ddd93
2026-07-17T21:44:51.702598Z,0,70969000,0,,reward.grounding,173db1d1166ecc53,,1,triage-regrade-pipeline,a79c59f01c656be0,,f570ec4fcf801987c3a62d89725ddd93
2026-07-17T21:44:50.784511Z,0,612000,0,,reward.grounding,7b3e8f6fe1156b80,,1,triage-regrade-pipeline,bf9393ef6543204c,,f570ec4fcf801987c3a62d89725ddd93
2026-07-17T21:44:50.564256Z,0,313000,0,,reward.grounding,6b1e15686f2df3a4,,1,triage-regrade-pipeline,393ebb17bdf033df,,f570ec4fcf801987c3a62d89725ddd93
2026-07-17T21:44:50.517946Z,0,353000,0,,reward.grounding,297761063e81fb9f,,1,triage-regrade-pipeline,b71e68bfed943418,,f570ec4fcf801987c3a62d89725ddd93
2026-07-17T21:44:47.933094Z,0,383000,0,,reward.grounding,74deb082ae74777c,,1,triage-regrade-pipeline,51b08a931fdb588b,,69d248a904bb1923cdd898f5ed1fa23c
2026-07-17T21:44:47.884276Z,0,282000,0,,reward.grounding,9b74f9c687c7ea6a,,1,triage-regrade-pipeline,cf1d96d8798bee46,,69d248a904bb1923cdd898f5ed1fa23c
2026-07-17T21:44:47.850964Z,0,1094000,0,,reward.grounding,f144dc7ccc66496a,,1,triage-regrade-pipeline,fc2681bd83389824,,69d248a904bb1923cdd898f5ed1fa23c
2026-07-17T21:44:47.821638Z,0,779000,0,,reward.grounding,3b6a3aeacb2c0c46,,1,triage-regrade-pipeline,bf636a878803bcdf,,69d248a904bb1923cdd898f5ed1fa23c
2026-07-17T21:44:47.794535Z,0,538000,0,,reward.grounding,4a35f50355d943e0,,1,triage-regrade-pipeline,b0c7325b08ade53b,,69d248a904bb1923cdd898f5ed1fa23c
